"twitter_id","author_id","gender","age_range","ideological_binary","ideological_multiclass","split_author_profiling","split_author_attribution","source"
"1286325823004434441","@user187","male","50-64","left","moderate_left","nan","test","twitter"
"1251095229790400514","@user97","female","25-34","left","left","train","train","twitter"
"1318208388988358663","@user252","female","35-49","left","moderate_left","nan","test","twitter"
"1263858247628398595","@user180","male","50-64","left","moderate_left","nan","val","twitter"
"1225410294370926592","@user159","female","35-49","right","right","train","train","twitter"
"1316793030872006658","@user263","female","35-49","left","left","nan","test","twitter"
"1322439235878739971","@user202","male","35-49","left","moderate_left","test","nan","twitter"
"1240712491694465025","@user4","female","35-49","right","moderate_right","test","nan","twitter"
"1310522623529496576","@user161","male","35-49","right","right","test","nan","twitter"
"1232028520358064129","@user138","male","50-64","left","moderate_left","train","train","twitter"
"1254424347068030976","@user242","male","35-49","left","moderate_left","train","train","twitter"
"1261354843748233217","@user239","male","25-34","left","left","train","train","twitter"
"1314114532160212992","@user188","male","35-49","right","moderate_right","nan","val","twitter"
"1292378766321344512","@user188","male","35-49","right","moderate_right","nan","test","twitter"
"1233383598683754499","@user138","male","50-64","left","moderate_left","train","train","twitter"
"1290665688869343233","@user162","male","35-49","left","moderate_left","nan","val","twitter"
"1234771997147701248","@user165","male","50-64","right","moderate_right","test","nan","twitter"
"1277561210339233792","@user30","male","50-64","right","moderate_right","nan","test","twitter"
"1276830779075629056","@user209","male","35-49","right","moderate_right","train","train","twitter"
"1305046179533729792","@user255","male","over-65","left","moderate_left","nan","val","twitter"
"1318494111633182721","@user202","male","35-49","left","moderate_left","test","nan","twitter"
"1247808429000777731","@user200","female","50-64","left","moderate_left","test","nan","twitter"
"1254076807961329665","@user35","female","35-49","left","moderate_left","train","train","twitter"
"1238763887807340545","@user240","male","35-49","left","left","train","train","twitter"
"1283822218510827522","@user90","male","50-64","right","moderate_right","nan","test","twitter"
"1319378136002400262","@user221","male","35-49","right","right","nan","val","twitter"
"1328701762694475776","@user264","male","35-49","left","left","nan","val","twitter"
"1301195498116837376","@user201","male","50-64","right","moderate_right","nan","test","twitter"
"1310524713156964352","@user54","male","50-64","left","left","nan","val","twitter"
"1222457080256311297","@user62","male","35-49","left","left","train","train","twitter"
"1244986423180230657","@user265","male","over-65","left","left","train","train","twitter"
"1254764313224626176","@user50","female","50-64","left","moderate_left","train","train","twitter"
"1325755049486786562","@user26","male","50-64","right","moderate_right","nan","val","twitter"
"1270708574528761856","@user78","female","over-65","left","moderate_left","val","nan","twitter"
"1287085659124006912","@user189","male","over-65","right","right","train","train","twitter"
"1224707876423454722","@user110","male","50-64","right","right","train","train","twitter"
"1214997646068342785","@user221","male","35-49","right","right","train","train","twitter"
"1329047177625292801","@user155","male","25-34","left","left","nan","val","twitter"
"1298359147503788034","@user229","male","50-64","left","left","val","nan","twitter"
"1242202221346947073","@user214","male","50-64","right","moderate_right","train","train","twitter"
"1281287917063847938","@user85","female","35-49","right","moderate_right","nan","val","twitter"
"1318470234551050240","@user135","male","35-49","left","moderate_left","nan","val","twitter"
"1261788362647711746","@user267","female","25-34","right","right","train","train","twitter"
"1221033406076682240","@user175","male","35-49","right","right","train","train","twitter"
"1243967992284790784","@user262","female","50-64","left","moderate_left","test","nan","twitter"
"1252564861793587200","@user151","male","35-49","right","moderate_right","train","train","twitter"
"1300845141956210700","@user122","male","50-64","right","moderate_right","val","nan","twitter"
"1264314171300216833","@user6","female","35-49","left","moderate_left","train","train","twitter"
"1259811971668611078","@user263","female","35-49","left","left","train","train","twitter"
"1316684745770700800","@user76","female","50-64","left","moderate_left","nan","val","twitter"
"1293539105960321026","@user251","female","35-49","right","right","val","nan","twitter"
"1322522337338675200","@user142","female","35-49","left","left","nan","test","twitter"
"1330158012737138690","@user87","male","over-65","left","moderate_left","nan","test","twitter"
"1279385494237970434","@user26","male","50-64","right","moderate_right","train","train","twitter"
"1248203274618052612","@user163","male","25-34","left","moderate_left","train","train","twitter"
"1274973426843877376","@user35","female","35-49","left","moderate_left","train","train","twitter"
"1268138386306588673","@user130","male","35-49","right","moderate_right","train","train","twitter"
"1271780448511963136","@user226","female","35-49","right","right","train","train","twitter"
"1232582233233424384","@user172","male","35-49","right","moderate_right","train","train","twitter"
"1319221682624778240","@user61","female","50-64","left","left","val","nan","twitter"
"1329355357894942721","@user267","female","25-34","right","right","nan","val","twitter"
"1244538945628766208","@user210","female","35-49","right","moderate_right","train","train","twitter"
"1248159037419634688","@user98","male","25-34","right","moderate_right","train","train","twitter"
"1310874891953082368","@user203","male","50-64","left","left","test","nan","twitter"
"1296817702095462406","@user252","female","35-49","left","moderate_left","nan","val","twitter"
"1228037158256226306","@user80","female","35-49","left","left","train","train","twitter"
"1244641851103158272","@user215","female","35-49","left","moderate_left","train","train","twitter"
"1300366892721471496","@user163","male","25-34","left","moderate_left","nan","test","twitter"
"1220268927097475073","@user268","female","35-49","right","moderate_right","train","train","twitter"
"1256679323999834113","@user82","female","35-49","right","moderate_right","train","train","twitter"
"1264879308474114052","@user248","male","50-64","right","moderate_right","val","nan","twitter"
"1227312529510162436","@user206","female","35-49","left","left","val","nan","twitter"
"1268133386553569281","@user41","male","25-34","left","moderate_left","test","nan","twitter"
"1243151581383622660","@user8","female","35-49","left","moderate_left","test","nan","twitter"
"1235268353884917760","@user30","male","50-64","right","moderate_right","train","train","twitter"
"1317191118048665601","@user178","male","35-49","left","moderate_left","nan","test","twitter"
"1227668993118547968","@user242","male","35-49","left","moderate_left","train","train","twitter"
"1233397878049120256","@user138","male","50-64","left","moderate_left","train","train","twitter"
"1278651854461775873","@user141","female","25-34","left","moderate_left","nan","test","twitter"
"1251855649308377089","@user249","female","35-49","right","moderate_right","train","train","twitter"
"1255134681990742016","@user169","male","50-64","right","right","train","train","twitter"
"1263198678644330496","@user142","female","35-49","left","left","train","train","twitter"
"1278967651558178818","@user143","male","50-64","right","moderate_right","test","nan","twitter"
"1258395899191070722","@user53","male","35-49","right","moderate_right","train","train","twitter"
"1247580959479865345","@user213","female","35-49","right","right","train","train","twitter"
"1213385965429018624","@user115","male","50-64","right","moderate_right","train","train","twitter"
"1251458080975589377","@user97","female","25-34","left","left","train","train","twitter"
"1320314399412916224","@user54","male","50-64","left","left","nan","test","twitter"
"1220669846637154304","@user180","male","50-64","left","moderate_left","train","train","twitter"
"1262859268820291584","@user213","female","35-49","right","right","train","train","twitter"
"1327994783277703170","@user1","male","50-64","right","moderate_right","nan","val","twitter"
"1225513649462226944","@user214","male","50-64","right","moderate_right","train","train","twitter"
"1323209651928924161","@user265","male","over-65","left","left","nan","val","twitter"
"1328465854699352069","@user189","male","over-65","right","right","nan","val","twitter"
"1285967345824018433","@user22","male","50-64","right","right","train","train","twitter"
"1266000067493859329","@user51","male","35-49","right","moderate_right","train","train","twitter"
"1235238642714583040","@user234","male","50-64","right","right","test","nan","twitter"
"1274996047463530496","@user142","female","35-49","left","left","train","train","twitter"
"1276436653402447872","@user22","male","50-64","right","right","train","train","twitter"
"1224974329278083072","@user79","female","25-34","left","left","train","train","twitter"
"1275381912945770499","@user257","female","50-64","left","moderate_left","test","nan","twitter"
"1308449568804278283","@user188","male","35-49","right","moderate_right","nan","val","twitter"
"1239682382871085062","@user5","male","35-49","right","moderate_right","val","nan","twitter"
"1324708113153482753","@user106","female","50-64","left","moderate_left","nan","val","twitter"
"1241421989648179201","@user15","male","35-49","left","left","train","train","twitter"
"1229391801133473792","@user57","female","50-64","left","moderate_left","val","nan","twitter"
"1278726382353289218","@user22","male","50-64","right","right","train","train","twitter"
"1293906993284096000","@user175","male","35-49","right","right","nan","val","twitter"
"1225560432636813314","@user124","male","35-49","right","moderate_right","test","nan","twitter"
"1292800422776844288","@user1","male","50-64","right","moderate_right","nan","test","twitter"
"1260271837797326850","@user16","male","50-64","left","moderate_left","val","nan","twitter"
"1244289098027802624","@user132","male","50-64","left","left","train","train","twitter"
"1213768163286011905","@user196","male","50-64","left","moderate_left","train","train","twitter"
"1270752230350753794","@user225","male","35-49","right","moderate_right","test","nan","twitter"
"1278322073916641280","@user74","female","25-34","left","left","nan","val","twitter"
"1250036315405660160","@user20","female","50-64","right","moderate_right","val","nan","twitter"
"1288383971336822785","@user257","female","50-64","left","moderate_left","test","nan","twitter"
"1259731748134551554","@user12","male","over-65","right","moderate_right","test","nan","twitter"
"1261038413282713607","@user109","female","50-64","right","moderate_right","val","nan","twitter"
"1323693154130952192","@user75","female","25-34","left","left","nan","val","twitter"
"1321739494169759744","@user19","male","50-64","right","right","nan","test","twitter"
"1257946151392772096","@user177","male","35-49","left","moderate_left","val","nan","twitter"
"1224735683761332225","@user167","male","35-49","left","left","train","train","twitter"
"1253976668923887616","@user175","male","35-49","right","right","train","train","twitter"
"1305473808061681664","@user92","female","50-64","right","moderate_right","test","nan","twitter"
"1221362032576008193","@user95","female","50-64","left","moderate_left","train","train","twitter"
"1240620188225228802","@user144","female","35-49","left","moderate_left","val","nan","twitter"
"1322095319673430016","@user218","male","50-64","right","right","nan","val","twitter"
"1270718238553305088","@user38","male","35-49","right","moderate_right","test","nan","twitter"
"1290334492197093382","@user13","male","25-34","right","moderate_right","nan","test","twitter"
"1330795624611123202","@user156","female","35-49","left","moderate_left","nan","test","twitter"
"1293247147819896840","@user189","male","over-65","right","right","train","train","twitter"
"1287786918181249024","@user128","male","35-49","left","left","nan","test","twitter"
"1216379417812983808","@user221","male","35-49","right","right","train","train","twitter"
"1285693226331054086","@user241","male","35-49","right","right","val","nan","twitter"
"1259496623455064064","@user20","female","50-64","right","moderate_right","val","nan","twitter"
"1247913013040107521","@user269","female","50-64","left","moderate_left","train","train","twitter"
"1237809351915646976","@user217","female","35-49","right","moderate_right","val","nan","twitter"
"1321167061205291011","@user18","male","50-64","left","left","nan","test","twitter"
"1329727828410200064","@user227","female","50-64","left","moderate_left","nan","test","twitter"
"1229854030425399296","@user141","female","25-34","left","moderate_left","train","train","twitter"
"1233501522534772743","@user205","male","50-64","right","right","val","nan","twitter"
"1224700592716763138","@user235","female","50-64","right","moderate_right","test","nan","twitter"
"1265660201211965440","@user121","male","50-64","right","moderate_right","val","nan","twitter"
"1240737680130035712","@user74","female","25-34","left","left","train","train","twitter"
"1255436970936991745","@user177","male","35-49","left","moderate_left","val","nan","twitter"
"1320293185562828805","@user25","male","35-49","right","moderate_right","nan","val","twitter"
"1234894621299347461","@user1","male","50-64","right","moderate_right","train","train","twitter"
"1330931060717318144","@user265","male","over-65","left","left","nan","test","twitter"
"1269581808519217154","@user29","male","50-64","right","right","train","train","twitter"
"1264836835320217603","@user179","female","35-49","left","moderate_left","test","nan","twitter"
"1242944149340532738","@user237","female","25-34","left","moderate_left","train","train","twitter"
"1241751840124960768","@user231","female","35-49","left","moderate_left","test","nan","twitter"
"1316016617860390914","@user176","male","35-49","right","moderate_right","nan","test","twitter"
"1274223358599626752","@user112","male","35-49","right","moderate_right","train","train","twitter"
"1249637082835881992","@user247","male","35-49","left","left","val","nan","twitter"
"1272506770397827073","@user207","male","50-64","left","moderate_left","test","nan","twitter"
"1327305565643673601","@user242","male","35-49","left","moderate_left","nan","val","twitter"
"1321069545487015937","@user202","male","35-49","left","moderate_left","test","nan","twitter"
"1235882960097808385","@user155","male","25-34","left","left","train","train","twitter"
"1301771790092505088","@user214","male","50-64","right","moderate_right","nan","test","twitter"
"1273201255616258049","@user69","female","35-49","left","left","train","train","twitter"
"1248518892206657538","@user159","female","35-49","right","right","train","train","twitter"
"1318287575162015746","@user106","female","50-64","left","moderate_left","nan","test","twitter"
"1233470597369339907","@user169","male","50-64","right","right","train","train","twitter"
"1318177773064720388","@user61","female","50-64","left","left","val","nan","twitter"
"1297810218991091712","@user49","female","50-64","right","moderate_right","nan","val","twitter"
"1253397214921179139","@user146","male","50-64","right","moderate_right","val","nan","twitter"
"1260886847909224450","@user155","male","25-34","left","left","train","train","twitter"
"1298211753105534976","@user254","female","35-49","right","moderate_right","test","nan","twitter"
"1218142300817297410","@user132","male","50-64","left","left","train","train","twitter"
"1258409917112881154","@user167","male","35-49","left","left","train","train","twitter"
"1273561748344315904","@user216","female","35-49","right","right","nan","val","twitter"
"1314532690180407296","@user175","male","35-49","right","right","nan","test","twitter"
"1321427137384091648","@user228","male","35-49","left","moderate_left","nan","val","twitter"
"1221076482669404160","@user204","male","50-64","left","moderate_left","test","nan","twitter"
"1296408539704041472","@user240","male","35-49","left","left","nan","test","twitter"
"1304071980577062922","@user114","female","35-49","right","right","nan","val","twitter"
"1225517960825057290","@user74","female","25-34","left","left","train","train","twitter"
"1287658448725970946","@user227","female","50-64","left","moderate_left","nan","test","twitter"
"1284034138429849605","@user218","male","50-64","right","right","train","train","twitter"
"1282784517745528833","@user14","female","50-64","left","moderate_left","val","nan","twitter"
"1292362435987472387","@user121","male","50-64","right","moderate_right","val","nan","twitter"
"1308156511550681090","@user15","male","35-49","left","left","nan","val","twitter"
"1252620747442466817","@user69","female","35-49","left","left","train","train","twitter"
"1320638307324338177","@user202","male","35-49","left","moderate_left","test","nan","twitter"
"1260623855246290945","@user176","male","35-49","right","moderate_right","train","train","twitter"
"1311180913708077056","@user260","male","50-64","right","right","test","nan","twitter"
"1280841896877834240","@user15","male","35-49","left","left","nan","test","twitter"
"1297135655764529153","@user128","male","35-49","left","left","nan","val","twitter"
"1275039145853956096","@user150","male","35-49","right","right","train","train","twitter"
"1275496494767001600","@user45","female","35-49","right","moderate_right","nan","val","twitter"
"1232397058792968193","@user231","female","35-49","left","moderate_left","test","nan","twitter"
"1221542886707224576","@user196","male","50-64","left","moderate_left","train","train","twitter"
"1318882721297584128","@user202","male","35-49","left","moderate_left","test","nan","twitter"
"1304010140912439296","@user44","female","50-64","left","left","nan","test","twitter"
"1226229980444733445","@user35","female","35-49","left","moderate_left","train","train","twitter"
"1310256075711619075","@user77","male","35-49","right","right","test","nan","twitter"
"1306645235641057291","@user118","male","35-49","right","moderate_right","nan","val","twitter"
"1256915406192861185","@user94","female","35-49","left","moderate_left","train","train","twitter"
"1322284830785179654","@user51","male","35-49","right","moderate_right","nan","test","twitter"
"1254158326696476674","@user129","male","35-49","left","left","train","train","twitter"
"1224694719780880386","@user172","male","35-49","right","moderate_right","train","train","twitter"
"1251581133017538562","@user163","male","25-34","left","moderate_left","train","train","twitter"
"1214552925952991233","@user193","male","over-65","left","moderate_left","train","train","twitter"
"1248197791404433409","@user11","female","35-49","right","moderate_right","train","train","twitter"
"1331215518959869952","@user141","female","25-34","left","moderate_left","nan","val","twitter"
"1295437556054732803","@user142","female","35-49","left","left","train","train","twitter"
"1331642724114698243","@user224","female","35-49","right","right","nan","val","twitter"
"1309053628452409346","@user45","female","35-49","right","moderate_right","nan","val","twitter"
"1257246390226505733","@user59","female","50-64","right","moderate_right","val","nan","twitter"
"1245794928338362368","@user167","male","35-49","left","left","train","train","twitter"
"1260510397548974080","@user217","female","35-49","right","moderate_right","val","nan","twitter"
"1289819512561209345","@user236","male","50-64","right","right","nan","val","twitter"
"1316720438375002114","@user87","male","over-65","left","moderate_left","nan","test","twitter"
"1241470685391851523","@user6","female","35-49","left","moderate_left","train","train","twitter"
"1263045007583465472","@user82","female","35-49","right","moderate_right","train","train","twitter"
"1318610479380647936","@user9","female","25-34","left","left","nan","test","twitter"
"1315234283418607616","@user61","female","50-64","left","left","val","nan","twitter"
"1240122841187651585","@user245","male","50-64","left","moderate_left","val","nan","twitter"
"1315272167731474434","@user186","female","50-64","right","right","nan","test","twitter"
"1214315920451092489","@user196","male","50-64","left","moderate_left","train","train","twitter"
"1325094266478206976","@user108","female","35-49","right","right","nan","test","twitter"
"1267766711715016704","@user217","female","35-49","right","moderate_right","val","nan","twitter"
"1292097662049714177","@user220","female","50-64","right","moderate_right","train","train","twitter"
"1257741792176472067","@user139","female","35-49","left","left","test","nan","twitter"
"1319956913300377600","@user37","male","35-49","left","left","nan","test","twitter"
"1247924201312391170","@user99","male","35-49","left","moderate_left","train","train","twitter"
"1325859295171383297","@user19","male","50-64","right","right","nan","test","twitter"
"1310513513933271047","@user218","male","50-64","right","right","nan","test","twitter"
"1219172751510069250","@user33","female","50-64","left","left","train","train","twitter"
"1224985328240484352","@user116","male","50-64","right","moderate_right","train","train","twitter"
"1252515282758836225","@user72","male","35-49","left","left","val","nan","twitter"
"1241051160523558914","@user51","male","35-49","right","moderate_right","train","train","twitter"
"1290650027157786624","@user136","male","35-49","left","left","nan","test","twitter"
"1296607689129238533","@user223","female","50-64","right","moderate_right","nan","test","twitter"
"1267374655997980672","@user88","male","25-34","left","left","train","train","twitter"
"1224234102108323840","@user83","male","25-34","right","moderate_right","train","train","twitter"
"1271518031227871232","@user162","male","35-49","left","moderate_left","train","train","twitter"
"1266314680705966080","@user10","female","over-65","left","moderate_left","train","train","twitter"
"1331532650641829888","@user136","male","35-49","left","left","nan","val","twitter"
"1274617212561698822","@user107","male","50-64","left","moderate_left","nan","val","twitter"
"1281290005684662273","@user76","female","50-64","left","moderate_left","train","train","twitter"
"1233807892798681088","@user247","male","35-49","left","left","val","nan","twitter"
"1228339949281435649","@user112","male","35-49","right","moderate_right","train","train","twitter"
"1300477764697497601","@user50","female","50-64","left","moderate_left","nan","val","twitter"
"1273218877565083650","@user249","female","35-49","right","moderate_right","train","train","twitter"
"1283430850336624643","@user136","male","35-49","left","left","train","train","twitter"
"1298950996543115264","@user251","female","35-49","right","right","val","nan","twitter"
"1308330734969647105","@user141","female","25-34","left","moderate_left","nan","test","twitter"
"1257950100074237952","@user174","female","50-64","left","moderate_left","train","train","twitter"
"1263801908281569286","@user246","male","35-49","left","left","train","train","twitter"
"1214840164394160129","@user256","female","50-64","right","moderate_right","train","train","twitter"
"1214266556441608192","@user79","female","25-34","left","left","train","train","twitter"
"1226607369066569728","@user224","female","35-49","right","right","train","train","twitter"
"1305879799404146691","@user163","male","25-34","left","moderate_left","nan","test","twitter"
"1318876749082624002","@user222","female","50-64","left","moderate_left","test","nan","twitter"
"1270813698760880129","@user126","male","25-34","left","moderate_left","train","train","twitter"
"1270287181261783042","@user41","male","25-34","left","moderate_left","test","nan","twitter"
"1234540720603697158","@user140","male","50-64","right","moderate_right","val","nan","twitter"
"1283681348893528066","@user216","female","35-49","right","right","nan","test","twitter"
"1277848761071517696","@user152","male","35-49","left","moderate_left","train","train","twitter"
"1265734641652248581","@user91","male","35-49","left","left","train","train","twitter"
"1248344642862698496","@user8","female","35-49","left","moderate_left","test","nan","twitter"
"1329061163515195400","@user63","female","50-64","right","right","val","nan","twitter"
"1266988101534134273","@user249","female","35-49","right","moderate_right","train","train","twitter"
"1253619113911635969","@user23","female","35-49","right","moderate_right","train","train","twitter"
"1307413977572552705","@user57","female","50-64","left","moderate_left","val","nan","twitter"
"1329367381500702720","@user42","female","over-65","left","left","nan","val","twitter"
"1303404069281828866","@user215","female","35-49","left","moderate_left","nan","test","twitter"
"1306552291852419072","@user189","male","over-65","right","right","nan","val","twitter"
"1237499866366054400","@user107","male","50-64","left","moderate_left","train","train","twitter"
"1273916980144279552","@user143","male","50-64","right","moderate_right","test","nan","twitter"
"1225328534236909568","@user262","female","50-64","left","moderate_left","test","nan","twitter"
"1276466251267801088","@user171","female","35-49","left","moderate_left","test","nan","twitter"
"1292871215611346946","@user175","male","35-49","right","right","nan","val","twitter"
"1231674251029164032","@user131","male","35-49","right","moderate_right","train","train","twitter"
"1253974841901944833","@user39","male","35-49","right","moderate_right","train","train","twitter"
"1230192368202211328","@user172","male","35-49","right","moderate_right","train","train","twitter"
"1273199962139090944","@user47","male","50-64","right","moderate_right","train","train","twitter"
"1325016479645970432","@user189","male","over-65","right","right","nan","val","twitter"
"1255400018879696901","@user208","male","50-64","left","moderate_left","test","nan","twitter"
"1220666994854330368","@user228","male","35-49","left","moderate_left","train","train","twitter"
"1295453455461621761","@user136","male","35-49","left","left","nan","val","twitter"
"1236988314063953925","@user97","female","25-34","left","left","train","train","twitter"
"1323274494253912066","@user83","male","25-34","right","moderate_right","nan","test","twitter"
"1283131196298403840","@user102","female","25-34","right","right","train","train","twitter"
"1305437423988551685","@user106","female","50-64","left","moderate_left","nan","val","twitter"
"1267208427136262144","@user249","female","35-49","right","moderate_right","train","train","twitter"
"1227260854883831808","@user94","female","35-49","left","moderate_left","train","train","twitter"
"1251198307554164739","@user263","female","35-49","left","left","train","train","twitter"
"1283712478350843904","@user40","male","35-49","left","moderate_left","nan","val","twitter"
"1295811654404509698","@user214","male","50-64","right","moderate_right","nan","val","twitter"
"1300454338062675968","@user82","female","35-49","right","moderate_right","nan","val","twitter"
"1219544546729693187","@user57","female","50-64","left","moderate_left","val","nan","twitter"
"1318876519352205312","@user77","male","35-49","right","right","test","nan","twitter"
"1214615745713393665","@user118","male","35-49","right","moderate_right","train","train","twitter"
"1299990640491737089","@user50","female","50-64","left","moderate_left","nan","val","twitter"
"1271510158112362496","@user28","male","50-64","right","moderate_right","train","train","twitter"
"1259500696065490945","@user67","female","35-49","right","right","train","train","twitter"
"1300468465413783554","@user122","male","50-64","right","moderate_right","val","nan","twitter"
"1272255015424532486","@user58","male","over-65","right","moderate_right","val","nan","twitter"
"1311414664019017728","@user52","female","50-64","left","moderate_left","nan","val","twitter"
"1232632790765752322","@user177","male","35-49","left","moderate_left","val","nan","twitter"
"1310923915594792966","@user168","male","50-64","left","left","nan","val","twitter"
"1265586741655810049","@user207","male","50-64","left","moderate_left","test","nan","twitter"
"1221773504456118274","@user255","male","over-65","left","moderate_left","train","train","twitter"
"1288494841849053188","@user164","male","35-49","left","moderate_left","nan","val","twitter"
"1259438701165281280","@user188","male","35-49","right","moderate_right","train","train","twitter"
"1329449484523331586","@user178","male","35-49","left","moderate_left","nan","val","twitter"
"1267108209128595459","@user226","female","35-49","right","right","train","train","twitter"
"1294596105674592256","@user232","female","35-49","left","left","nan","test","twitter"
"1217085710647406592","@user130","male","35-49","right","moderate_right","train","train","twitter"
"1255615613592010754","@user26","male","50-64","right","moderate_right","train","train","twitter"
"1254418242095009794","@user119","male","50-64","right","moderate_right","val","nan","twitter"
"1281641027078631425","@user120","female","50-64","left","left","val","nan","twitter"
"1218297019481165825","@user20","female","50-64","right","moderate_right","val","nan","twitter"
"1305776004896559105","@user265","male","over-65","left","left","nan","test","twitter"
"1291340326213505030","@user162","male","35-49","left","moderate_left","nan","test","twitter"
"1242819666592006144","@user110","male","50-64","right","right","train","train","twitter"
"1243636537709015042","@user128","male","35-49","left","left","train","train","twitter"
"1235290094287941635","@user124","male","35-49","right","moderate_right","test","nan","twitter"
"1257210705629020160","@user208","male","50-64","left","moderate_left","test","nan","twitter"
"1303704142993645569","@user53","male","35-49","right","moderate_right","nan","val","twitter"
"1263575796037431299","@user75","female","25-34","left","left","train","train","twitter"
"1275324646532042755","@user216","female","35-49","right","right","nan","test","twitter"
"1265214969441910784","@user104","female","50-64","left","left","val","nan","twitter"
"1323575386064801792","@user110","male","50-64","right","right","nan","val","twitter"
"1227524281980129282","@user211","male","50-64","left","moderate_left","train","train","twitter"
"1284089695471915009","@user22","male","50-64","right","right","train","train","twitter"
"1248017963384328192","@user131","male","35-49","right","moderate_right","train","train","twitter"
"1239287443112841216","@user248","male","50-64","right","moderate_right","val","nan","twitter"
"1250740629379977217","@user10","female","over-65","left","moderate_left","train","train","twitter"
"1224713416486588417","@user207","male","50-64","left","moderate_left","test","nan","twitter"
"1259775786355240960","@user266","female","35-49","left","moderate_left","val","nan","twitter"
"1289698902065610753","@user114","female","35-49","right","right","train","train","twitter"
"1247138361611091968","@user163","male","25-34","left","moderate_left","train","train","twitter"
"1272119844561981440","@user19","male","50-64","right","right","train","train","twitter"
"1242916802629419009","@user224","female","35-49","right","right","train","train","twitter"
"1289102455872073729","@user199","female","35-49","right","moderate_right","nan","test","twitter"
"1222794310577524736","@user33","female","50-64","left","left","train","train","twitter"
"1262698988907704321","@user80","female","35-49","left","left","train","train","twitter"
"1283879656001855488","@user212","male","35-49","left","moderate_left","val","nan","twitter"
"1330892905838473216","@user66","female","35-49","right","moderate_right","nan","test","twitter"
"1316375845167128577","@user163","male","25-34","left","moderate_left","nan","test","twitter"
"1289530120101941248","@user100","female","25-34","right","moderate_right","nan","test","twitter"
"1303782911683047427","@user114","female","35-49","right","right","train","train","twitter"
"1251255263476228097","@user4","female","35-49","right","moderate_right","test","nan","twitter"
"1240201905697062914","@user70","male","35-49","left","moderate_left","val","nan","twitter"
"1283009729594351617","@user251","female","35-49","right","right","val","nan","twitter"
"1264245184122040322","@user56","male","50-64","left","moderate_left","train","train","twitter"
"1222094370603749378","@user68","male","50-64","right","right","val","nan","twitter"
"1254927565694865415","@user212","male","35-49","left","moderate_left","val","nan","twitter"
"1214639178710966272","@user48","female","35-49","right","right","test","nan","twitter"
"1288161223515701249","@user159","female","35-49","right","right","nan","test","twitter"
"1325118739046674435","@user199","female","35-49","right","moderate_right","nan","test","twitter"
"1258805856973578240","@user93","male","50-64","left","moderate_left","train","train","twitter"
"1257345981013798912","@user193","male","over-65","left","moderate_left","train","train","twitter"
"1326466082237018113","@user94","female","35-49","left","moderate_left","nan","test","twitter"
"1294919631417876480","@user167","male","35-49","left","left","nan","test","twitter"
"1249290364193771520","@user47","male","50-64","right","moderate_right","train","train","twitter"
"1239144791075479552","@user218","male","50-64","right","right","train","train","twitter"
"1244203923541458944","@user112","male","35-49","right","moderate_right","train","train","twitter"
"1303701477966442499","@user229","male","50-64","left","left","val","nan","twitter"
"1304166491475107841","@user39","male","35-49","right","moderate_right","nan","test","twitter"
"1215581730230456322","@user154","male","35-49","right","moderate_right","val","nan","twitter"
"1275783928444567552","@user56","male","50-64","left","moderate_left","train","train","twitter"
"1213438008466247681","@user51","male","35-49","right","moderate_right","train","train","twitter"
"1293281378709188623","@user13","male","25-34","right","moderate_right","nan","test","twitter"
"1230210007620345856","@user6","female","35-49","left","moderate_left","train","train","twitter"
"1278367445452042244","@user152","male","35-49","left","moderate_left","train","train","twitter"
"1257972043951362049","@user98","male","25-34","right","moderate_right","train","train","twitter"
"1295349751622361088","@user88","male","25-34","left","left","nan","test","twitter"
"1235228645687517190","@user146","male","50-64","right","moderate_right","val","nan","twitter"
"1331585277232558084","@user126","male","25-34","left","moderate_left","nan","val","twitter"
"1298915786107617280","@user157","male","35-49","right","moderate_right","nan","test","twitter"
"1276167135098818565","@user239","male","25-34","left","left","nan","val","twitter"
"1275011063570890753","@user169","male","50-64","right","right","nan","val","twitter"
"1297203408647213058","@user22","male","50-64","right","right","train","train","twitter"
"1309522740668444673","@user37","male","35-49","left","left","train","train","twitter"
"1233159089569529856","@user199","female","35-49","right","moderate_right","train","train","twitter"
"1248265457934663681","@user240","male","35-49","left","left","train","train","twitter"
"1286596558339878912","@user87","male","over-65","left","moderate_left","train","train","twitter"
"1288068137087377409","@user227","female","50-64","left","moderate_left","nan","val","twitter"
"1276924873915412481","@user224","female","35-49","right","right","train","train","twitter"
"1286921687724969990","@user22","male","50-64","right","right","train","train","twitter"
"1213536907960958981","@user125","female","35-49","left","moderate_left","val","nan","twitter"
"1244269809413521410","@user265","male","over-65","left","left","train","train","twitter"
"1303032893036548099","@user264","male","35-49","left","left","nan","test","twitter"
"1328315322437410817","@user220","female","50-64","right","moderate_right","nan","val","twitter"
"1236678128141041664","@user16","male","50-64","left","moderate_left","val","nan","twitter"
"1296500583449399297","@user23","female","35-49","right","moderate_right","nan","val","twitter"
"1314911768569958405","@user215","female","35-49","left","moderate_left","nan","test","twitter"
"1293966473136934913","@user224","female","35-49","right","right","nan","val","twitter"
"1250746344299470848","@user104","female","50-64","left","left","val","nan","twitter"
"1247930216292519937","@user144","female","35-49","left","moderate_left","val","nan","twitter"
"1241008850515476481","@user141","female","25-34","left","moderate_left","train","train","twitter"
"1248144033396002818","@user27","male","35-49","left","moderate_left","train","train","twitter"
